Date,Open,High,Low,Close,Volume
2023-11-02,148.94,148.94,137.74,140.08,74952704
2023-11-03,140.15,140.15,134.98,136.22,34013403
2023-11-06,136.93,136.93,132.54,133.87,59648899
2023-11-07,135.12,140.21,135.12,139.7,30669435
2023-11-08,140.66,144.06,139.02,141.79,31484508
2023-11-09,141.14,141.14,130.52,131.97,56992982
2023-11-10,130.91,135.65,130.91,133.85,49822180
2023-11-13,133.16,133.16,130.25,131.97,44444321
2023-11-14,132.23,132.23,126.03,128.57,96106218
2023-11-15,127.63,134.44,127.63,131.9,20611213
2023-11-16,130.56,138.33,130.56,137.52,93678496
2023-11-17,136.61,143.44,136.61,142.85,96989724
2023-11-20,143.73,143.73,135.8,138.27,60473321
2023-11-21,136.99,139.03,135.78,136.77,97973011
2023-11-22,136.92,140.54,136.92,138.8,94380340
2023-11-23,139.57,145.3,139.57,144.45,84910615
2023-11-24,145.83,145.83,140.32,141.93,29944790
2023-11-27,140.58,143.38,139.92,141.12,64599847
2023-11-28,140.36,140.36,134.04,135.13,86374125
2023-11-29,134.28,134.28,127.56,128.91,98987338
2023-11-30,129.75,135.54,129.75,133.35,40080673
2023-12-01,134.28,142.4,134.28,140.84,75098996
2023-12-04,141.97,141.97,140.33,140.72,77701082
2023-12-05,141.2,148.4,141.2,146.65,66361481
2023-12-06,146.3,151.8,146.3,149.08,87800621
2023-12-07,149.77,149.77,145.06,145.54,60381731
2023-12-08,146.54,150.24,146.54,147.96,71207679
2023-12-11,148.31,160.26,148.31,157.38,70709813
2023-12-12,158.76,159.0,155.41,157.5,79365444
2023-12-13,157.63,169.33,157.63,167.71,44755666
2023-12-14,167.69,167.69,150.35,150.5,33283692
2023-12-15,150.42,156.27,150.42,155.79,22721864
2023-12-18,155.77,156.91,154.4,156.68,23875754
2023-12-19,155.36,157.01,153.73,155.15,85564145
2023-12-20,154.44,158.56,153.9,156.07,60131083
2023-12-21,157.27,157.27,143.74,144.0,70760636
2023-12-22,144.06,145.31,141.08,143.05,65745469
2023-12-25,143.46,148.19,143.2,145.41,58808656
2023-12-26,146.48,156.35,146.48,154.31,30563214
2023-12-27,154.83,154.83,151.28,151.44,75471391
2023-12-28,150.5,150.5,144.13,146.85,43387092
2023-12-29,145.76,145.76,143.3,144.2,72715014
2024-01-01,145.61,150.65,145.61,149.76,49061846
2024-01-02,148.41,154.44,148.41,152.02,95779042
2024-01-03,150.64,150.64,146.61,149.08,30822814
2024-01-04,149.02,153.52,149.02,152.41,62942594
2024-01-05,153.1,155.4,152.22,153.27,32267883
2024-01-08,153.39,161.29,153.39,159.46,43215061
2024-01-09,160.66,160.66,153.3,155.24,27152747
2024-01-10,156.38,156.38,153.37,153.44,21020154
2024-01-11,154.77,154.77,149.66,151.26,95304674
2024-01-12,149.99,149.99,142.59,142.62,47259197
2024-01-15,143.7,145.89,142.69,144.5,85856750
2024-01-16,144.02,147.36,144.02,146.19,78075712
2024-01-17,145.77,147.1,145.77,146.4,45722525
2024-01-18,146.66,147.67,143.12,145.19,96767936
2024-01-19,144.12,144.12,137.01,137.13,91425912
2024-01-22,138.35,138.35,134.37,134.96,41882940
2024-01-23,136.25,136.25,131.68,133.24,59509310
2024-01-24,133.54,133.54,127.88,129.09,66316696
2024-01-25,128.84,130.28,128.2,128.37,70763061
2024-01-26,127.67,132.14,127.67,130.55,59043896
2024-01-29,131.34,141.12,131.34,140.5,47381509
2024-01-30,139.7,143.86,139.7,141.59,98427656
2024-01-31,140.65,145.8,140.3,143.15,85489314
2024-02-01,142.16,144.99,140.83,142.82,34315679
2024-02-02,143.47,143.47,130.31,131.95,35527000
2024-02-05,130.88,133.46,130.37,131.9,30569320
2024-02-06,131.84,133.34,131.58,132.3,76378562
2024-02-07,133.2,148.2,133.2,145.42,90706570
2024-02-08,145.05,145.05,143.21,144.39,61892167
2024-02-09,144.49,148.26,144.49,146.22,26155579
2024-02-12,147.66,147.66,143.5,146.11,53957164
2024-02-13,147.02,147.02,137.73,139.38,37434167
2024-02-14,140.44,147.77,140.44,145.84,85111328
2024-02-15,146.32,152.96,146.32,150.32,49342048
2024-02-16,149.81,155.67,149.81,155.18,62827096
2024-02-19,155.78,155.78,149.33,149.65,27393979
2024-02-20,150.82,158.65,150.82,158.15,37486878
2024-02-21,157.66,157.66,149.02,149.4,30528294
2024-02-22,150.42,153.52,150.42,153.03,52073692
2024-02-23,151.64,167.42,151.64,166.56,79844250
2024-02-26,165.79,165.79,158.07,160.09,58679227
2024-02-27,158.93,158.93,154.04,156.6,28989138
2024-02-28,158.06,159.76,155.66,157.36,93663899
2024-02-29,156.14,156.29,151.46,154.34,95176851
2024-03-01,153.76,153.76,144.71,144.9,40833173
2024-03-04,143.62,147.5,143.62,145.44,72374647
2024-03-05,146.76,146.76,136.97,139.4,20549148
2024-03-06,139.66,143.44,139.66,142.17,56989387
2024-03-07,141.69,141.69,137.02,137.08,46996639
2024-03-08,136.92,147.96,136.92,145.71,49221379
2024-03-11,144.76,144.76,140.01,141.29,78237814
2024-03-12,142.24,142.24,138.77,139.6,68548947
2024-03-13,140.91,146.17,140.91,144.28,20224695
2024-03-14,144.06,144.06,134.72,137.32,78093498
2024-03-15,137.16,141.37,136.58,138.69,33245696
2024-03-18,139.41,147.01,139.41,146.07,75229602
2024-03-19,145.71,145.71,135.02,136.81,31950571
2024-03-20,135.94,139.24,135.26,137.93,89551130
2024-03-21,138.29,141.84,137.36,139.48,46821567
2024-03-22,140.83,144.8,140.83,143.95,85658413
2024-03-25,144.22,144.22,136.93,136.93,78224509
2024-03-26,136.16,136.16,128.68,129.8,39651515
2024-03-27,129.18,132.76,129.18,132.59,90047063
2024-03-28,131.65,135.4,131.6,134.24,62721553
2024-03-29,135.53,137.5,134.58,135.65,33476005
2024-04-01,136.65,138.4,135.68,137.6,26737320
2024-04-02,136.54,136.54,132.62,133.91,58836811
2024-04-03,133.9,137.86,133.9,135.2,84274067
2024-04-04,136.4,137.76,134.69,136.82,62590048
2024-04-05,136.42,136.42,132.7,132.93,28388512
2024-04-08,132.42,145.23,132.42,142.87,57436581
2024-04-09,143.75,147.24,143.58,145.59,74332385
2024-04-10,146.84,146.84,136.79,138.65,21443717
2024-04-11,138.97,143.97,138.97,142.28,95530792
2024-04-12,142.86,142.86,134.33,136.71,29331795
2024-04-15,135.53,141.95,135.53,140.99,90189955
2024-04-16,140.93,149.25,140.93,147.49,60819838
2024-04-17,146.29,146.29,140.51,142.6,34150540
2024-04-18,142.09,149.46,142.09,148.04,26152941
2024-04-19,148.91,151.44,148.91,150.43,30556086
2024-04-22,148.94,155.44,148.94,155.3,61681557
2024-04-23,155.28,168.12,155.28,167.01,71721929
2024-04-24,166.74,166.74,164.55,165.28,89055694
2024-04-25,166.46,166.46,158.72,160.2,56159646
2024-04-26,160.6,160.6,151.8,154.41,91297755
2024-04-29,153.04,153.04,146.33,149.28,80111794
2024-04-30,149.95,150.44,147.42,148.72,96961279
2024-05-01,149.61,152.49,148.86,150.66,31186361
2024-05-02,151.03,155.01,151.03,152.23,48175911
2024-05-03,153.1,159.8,153.1,157.17,31950831
2024-05-06,156.77,159.05,155.17,157.16,74181889
2024-05-07,157.13,166.8,157.13,166.2,35648245
2024-05-08,166.25,167.2,162.88,164.34,86500568
2024-05-09,164.9,184.54,164.9,182.13,22844664
2024-05-10,180.3,188.08,180.3,186.59,41320139
2024-05-13,186.42,186.42,176.6,180.1,94304906
2024-05-14,179.51,179.51,170.78,172.3,68436828
2024-05-15,172.06,176.73,172.06,175.55,67602635
2024-05-16,174.39,176.37,173.33,173.91,43284856
2024-05-17,174.03,180.98,174.03,178.82,22320688
2024-05-20,179.13,185.23,179.13,182.15,98774891
2024-05-21,183.92,183.92,181.45,181.57,73175588
2024-05-22,180.25,180.25,175.25,175.39,83131845
2024-05-23,174.08,174.08,164.44,164.73,64336333
2024-05-24,164.67,164.67,160.49,161.78,41217066
2024-05-27,163.36,167.37,163.36,167.31,95643942
2024-05-28,167.27,170.28,167.0,168.74,65587883
2024-05-29,167.56,167.56,159.94,160.34,99638835
2024-05-30,160.9,163.74,160.82,161.47,24990961
2024-05-31,160.34,164.6,160.34,163.98,87908965
2024-06-03,164.59,164.59,157.65,158.21,62439798
2024-06-04,158.2,162.22,157.04,159.22,98929433
2024-06-05,157.72,162.4,157.72,159.63,81247832
2024-06-06,158.76,158.76,150.31,152.37,31319247
2024-06-07,152.61,157.16,152.54,154.6,40717501
2024-06-10,153.17,160.2,153.17,158.12,56181576
2024-06-11,158.95,167.89,158.95,165.03,39397196
2024-06-12,165.55,173.04,165.55,172.04,85244261
2024-06-13,173.05,173.05,160.46,162.63,72764241
2024-06-14,163.78,163.78,155.6,156.59,22887296
2024-06-17,155.01,160.26,155.01,159.88,71908238
2024-06-18,160.08,165.28,160.08,163.22,43277458
2024-06-19,162.35,167.94,162.35,166.65,49718818
2024-06-20,167.05,193.27,167.05,192.39,71379821
2024-06-21,192.39,199.38,192.39,196.85,67732820
2024-06-24,196.77,209.42,196.77,205.86,25438684
2024-06-25,205.43,215.24,205.43,213.78,95902244
2024-06-26,213.32,220.49,213.32,219.41,98014806
2024-06-27,221.39,221.39,213.59,216.7,98308332
2024-06-28,218.48,227.01,218.48,223.33,57710964
2024-07-01,225.18,225.18,215.42,216.48,61464131
2024-07-02,214.77,218.47,212.95,214.46,93537404
2024-07-03,215.18,215.18,208.13,210.33,24338843
2024-07-04,210.79,213.32,209.73,211.04,54253388
2024-07-05,209.57,232.5,209.57,230.6,87284075
2024-07-08,231.49,231.49,211.14,213.38,76379703
2024-07-09,215.22,222.72,215.22,219.24,98500947
2024-07-10,219.45,219.45,201.79,205.1,72237687
2024-07-11,203.1,203.34,200.77,201.22,75771029
2024-07-12,200.08,213.41,200.08,209.97,94006537
2024-07-15,211.68,211.68,208.97,210.49,61538255
2024-07-16,209.69,209.69,200.37,201.4,76728215
2024-07-17,202.05,202.05,193.95,195.61,27667857
2024-07-18,195.3,203.98,195.3,200.9,70526894
2024-07-19,200.8,200.8,191.62,195.01,37644180
2024-07-22,195.56,197.05,195.56,196.67,77312219
2024-07-23,195.71,197.81,194.49,197.0,50131276
2024-07-24,198.87,198.87,189.94,191.84,69133346
2024-07-25,191.6,210.76,191.6,208.27,55609212
2024-07-26,210.37,216.6,210.37,213.54,34578363
2024-07-29,212.9,212.9,193.86,196.23,92668141
2024-07-30,196.6,198.73,195.13,197.68,66692999
2024-07-31,198.13,198.13,191.13,192.45,41088012
2024-08-01,193.65,201.09,193.65,199.02,84261658
2024-08-02,199.38,199.38,191.68,192.73,27334901
2024-08-05,191.54,192.75,190.11,191.87,34931115
2024-08-06,192.77,198.37,192.77,195.78,97202069
2024-08-07,194.46,204.89,194.46,202.61,30758430
2024-08-08,202.26,202.26,192.28,192.94,90605469
2024-08-09,192.36,192.36,187.55,190.43,57201803
2024-08-12,189.99,190.56,185.12,186.9,43255666
2024-08-13,188.45,188.45,178.49,182.11,57396843
2024-08-14,180.52,196.02,180.52,195.07,50267797
2024-08-15,193.6,198.71,193.6,198.36,78272527
2024-08-16,196.71,196.71,187.9,188.5,56968086
2024-08-19,186.89,196.6,186.89,195.57,61765312
2024-08-20,195.35,213.64,195.35,212.34,49396163
2024-08-21,213.61,225.18,213.61,221.31,71914894
2024-08-22,220.1,220.1,204.55,208.09,56432549
2024-08-23,209.63,209.63,202.73,204.29,31476429
2024-08-26,203.45,218.34,203.45,214.88,99110216
2024-08-27,213.43,213.43,208.96,209.06,40892578
2024-08-28,209.66,214.52,208.88,213.04,62866200
2024-08-29,212.22,222.46,212.22,219.93,74206558
2024-08-30,221.05,221.05,209.52,212.09,99837564
2024-09-02,213.47,213.47,207.86,211.89,63193996
2024-09-03,210.14,210.14,184.49,184.74,63663896
2024-09-04,185.72,185.72,177.18,177.46,22322523
2024-09-05,177.25,177.25,174.17,175.95,71173179
2024-09-06,174.34,174.34,167.46,167.46,57809281
2024-09-09,165.89,180.99,165.89,178.67,38392993
2024-09-10,180.34,180.34,168.55,168.75,52363575
2024-09-11,167.66,167.66,164.64,166.07,72097172
2024-09-12,164.73,167.63,164.73,167.22,40020303
2024-09-13,167.7,179.6,167.7,177.15,63570727
2024-09-16,176.5,176.5,165.23,167.29,38321829
2024-09-17,168.64,176.85,168.64,175.36,72762173
2024-09-18,175.45,178.03,174.49,175.73,75339989
2024-09-19,176.64,176.64,166.65,169.14,67378941
2024-09-20,168.85,173.41,168.85,172.55,59031525
2024-09-23,171.29,175.12,171.29,174.22,37438118
2024-09-24,175.35,175.35,169.22,170.32,38463212
2024-09-25,171.89,174.42,168.33,171.08,88660194
2024-09-26,171.08,171.08,166.54,168.72,88802303
2024-09-27,167.53,170.08,167.53,169.75,72295219
2024-09-30,170.83,175.36,170.83,174.51,87925916
2024-10-01,175.97,187.55,175.97,185.85,96599400
2024-10-02,187.41,187.41,174.59,176.92,20442939
2024-10-03,178.58,192.57,178.58,192.28,33135871
2024-10-04,192.76,192.76,175.9,177.54,33331233
2024-10-07,176.57,178.07,175.12,176.71,81808528
2024-10-08,175.44,181.35,175.44,181.11,72492736
2024-10-09,179.41,185.01,179.41,183.38,31963776
2024-10-10,181.64,181.64,178.8,179.06,56847763
2024-10-11,178.33,180.42,176.54,177.8,45568906
2024-10-14,178.79,178.79,171.23,174.51,67637042
2024-10-15,175.06,175.06,170.28,170.62,81730143
2024-10-16,169.14,176.87,169.14,176.63,82953839
2024-10-17,177.59,182.84,177.59,179.36,51099208
2024-10-18,178.04,178.04,173.89,174.61,66013251
2024-10-21,174.72,183.91,174.72,181.11,65961405
2024-10-22,179.73,186.84,179.73,183.55,43992154
2024-10-23,183.87,193.46,183.87,189.74,20981883
2024-10-24,188.23,195.37,188.23,194.76,40536721
2024-10-25,194.5,194.5,187.14,188.54,28181883
2024-10-28,187.71,187.71,183.95,184.56,62822943
2024-10-29,186.43,192.2,186.43,190.31,85304697
2024-10-30,191.66,198.39,191.66,195.21,74445288
2024-10-31,194.12,197.43,192.82,195.31,61434749
2024-11-01,196.4,199.8,193.63,196.5,52469247
2024-11-04,198.3,209.07,198.3,206.82,71212060
2024-11-05,207.57,207.57,201.79,202.23,42700314
2024-11-06,200.78,210.95,200.78,206.96,80350924
2024-11-07,207.96,207.96,202.49,205.6,98127618
2024-11-08,206.38,206.38,201.84,204.14,83019115
2024-11-11,202.69,216.17,202.69,213.45,60078991
2024-11-12,215.14,224.45,215.14,220.86,43313511
2024-11-13,221.58,229.32,221.58,228.44,81509503
2024-11-14,229.34,244.7,229.34,240.78,21116271
2024-11-15,238.39,245.21,238.39,241.42,67204953
2024-11-18,238.99,252.64,238.99,248.47,57264820
2024-11-19,246.74,247.68,244.26,245.87,26739013
2024-11-20,245.21,253.92,244.57,249.54,67719804
2024-11-21,248.14,251.95,244.87,248.75,75073945
2024-11-22,249.73,252.19,248.17,250.23,33822356
2024-11-25,248.6,256.86,248.6,256.72,74432684
2024-11-26,256.62,256.62,245.93,248.86,94412557
2024-11-27,247.38,274.14,247.38,270.23,86329075
2024-11-28,271.15,271.15,256.81,259.95,56059026
2024-11-29,259.94,259.94,243.81,247.9,82527341
2024-12-02,249.17,260.71,249.17,259.93,76775993
2024-12-03,260.02,272.54,260.02,268.74,31592111
2024-12-04,270.04,278.11,270.04,276.05,93476576
2024-12-05,276.61,284.11,276.61,283.6,92641274
2024-12-06,282.46,288.45,279.93,284.09,94002592
2024-12-09,285.66,285.66,271.03,274.53,35697605
2024-12-10,275.85,281.43,271.83,275.96,75030361
2024-12-11,275.22,275.22,268.09,269.08,58844162
2024-12-12,270.94,280.3,270.94,280.15,63682501
2024-12-13,282.61,282.61,277.42,279.09,59929257
2024-12-16,278.43,278.43,269.23,270.45,72209619
2024-12-17,270.36,271.81,265.07,267.52,56421189
2024-12-18,269.72,275.9,269.72,272.46,33487010
2024-12-19,273.88,273.88,262.95,266.84,31416757
2024-12-20,266.32,266.32,257.88,258.56,90321747
2024-12-23,256.31,264.98,256.31,261.55,77315945
2024-12-24,260.21,266.06,260.21,264.56,20019675
2024-12-25,263.89,263.89,254.58,259.64,72569705
2024-12-26,257.89,259.48,253.8,255.17,60113379
2024-12-27,257.26,258.1,257.26,257.93,81183416
2024-12-30,259.25,259.25,241.83,243.37,97456782
2024-12-31,245.5,245.5,226.96,230.01,50647215
2025-01-01,229.65,229.65,223.47,223.71,63627391
2025-01-02,225.84,225.84,219.88,222.08,47512406
2025-01-03,221.92,226.0,221.92,225.11,33981528
2025-01-06,223.6,243.17,223.6,238.65,25403252
2025-01-07,240.39,248.21,240.39,247.1,79509024
2025-01-08,248.87,248.87,245.21,245.77,37456057
2025-01-09,246.01,248.49,241.93,245.82,51770093
2025-01-10,244.24,244.24,233.9,236.19,55210753
2025-01-13,234.29,239.36,234.29,236.22,98326927
2025-01-14,236.43,236.43,230.64,233.69,44567790
2025-01-15,233.49,239.31,233.06,236.88,74716658
2025-01-16,235.78,235.78,228.3,229.22,56319763
2025-01-17,230.41,236.7,230.41,234.15,97076110
2025-01-20,236.04,249.68,236.04,248.67,43593741
2025-01-21,251.07,251.07,245.51,247.75,31616152
2025-01-22,246.65,252.37,246.65,251.89,87552809
2025-01-23,252.7,261.58,252.7,259.01,61245272
2025-01-24,258.71,258.71,254.54,255.01,54829066
2025-01-27,253.92,258.51,253.92,257.46,69840603
2025-01-28,256.49,261.65,256.32,257.75,95912072
2025-01-29,257.92,260.97,254.18,258.92,27322153
2025-01-30,257.24,257.24,248.28,251.08,77678210
2025-01-31,249.41,253.31,246.98,251.49,50284261
2025-02-03,249.87,257.39,249.87,256.67,79636639
2025-02-04,256.34,275.3,256.34,271.74,76366866
2025-02-05,271.77,287.34,271.77,282.36,69439294
2025-02-06,283.74,309.86,283.74,306.88,65145249
2025-02-07,306.45,306.45,292.44,297.69,45698550
2025-02-10,295.18,309.11,295.18,308.31,22592536
2025-02-11,307.56,315.94,307.56,310.82,40218082
2025-02-12,312.98,339.57,312.98,338.3,60990129
2025-02-13,341.5,341.5,322.67,327.65,59242670
2025-02-14,326.09,326.09,314.94,316.93,49012949
2025-02-17,314.91,314.91,307.54,309.62,77888503
2025-02-18,309.16,309.16,279.52,283.6,38001960
2025-02-19,284.23,284.23,276.83,277.9,83349631
2025-02-20,277.74,277.74,265.18,269.72,64474126
2025-02-21,271.02,272.98,271.02,271.6,74089633
2025-02-24,269.23,277.37,269.23,275.58,66737861
2025-02-25,277.58,301.6,277.58,296.53,82612095
2025-02-26,296.61,312.05,296.61,308.09,91415950
2025-02-27,306.91,306.91,301.08,301.28,59722995
2025-02-28,302.83,302.83,285.68,290.74,50912354
2025-03-03,291.64,297.09,291.41,296.74,82201082
2025-03-04,296.12,296.12,280.39,281.35,39339821
2025-03-05,281.63,305.0,281.63,302.21,43195170
2025-03-06,302.08,319.35,302.08,316.74,97309808
2025-03-07,319.34,319.34,306.46,311.06,30539669
2025-03-10,313.45,313.45,288.31,290.0,37016233
2025-03-11,292.95,310.21,292.95,305.93,54020414
2025-03-12,306.13,308.16,300.93,304.76,63332370
2025-03-13,306.06,325.64,306.06,320.05,60580924
2025-03-14,317.33,317.33,298.27,299.84,40060832
2025-03-17,300.42,300.42,291.06,292.83,88667106
2025-03-18,293.41,294.37,288.76,293.04,28552442
2025-03-19,294.03,299.03,288.72,293.73,94313640
2025-03-20,293.91,294.26,284.94,288.55,77244528
2025-03-21,287.18,297.53,287.18,295.84,53976813
2025-03-24,293.37,293.37,280.33,283.28,26336356
2025-03-25,280.99,285.1,280.99,281.72,34503356
2025-03-26,279.26,283.3,278.2,283.11,98703071
2025-03-27,282.71,292.26,282.71,288.96,39097931
2025-03-28,286.8,302.59,286.8,297.18,95261977
2025-03-31,299.72,299.72,282.82,283.79,53269285
2025-04-01,282.39,282.39,262.59,266.34,73102022
2025-04-02,267.94,280.63,267.94,279.89,28659522
2025-04-03,280.47,287.24,278.15,283.54,84812392
2025-04-04,281.18,281.18,271.48,274.96,38861720
2025-04-07,275.57,291.94,275.57,291.92,24854042
2025-04-08,294.69,294.69,291.53,293.15,38130540
2025-04-09,293.83,309.81,293.83,306.85,43787347
2025-04-10,303.81,308.8,303.81,307.52,52916781
2025-04-11,309.81,333.04,309.81,332.71,35711072
2025-04-14,333.22,358.29,333.22,355.88,74407485
2025-04-15,354.32,354.92,351.82,352.13,37962327
2025-04-16,349.3,366.24,349.3,365.6,26327090
2025-04-17,362.07,381.41,362.07,374.81,83388426
2025-04-18,378.2,395.45,378.2,395.09,58456876
2025-04-21,394.42,394.42,376.39,379.59,25845447
2025-04-22,380.95,395.0,380.95,389.77,86475936
2025-04-23,392.34,406.59,392.34,400.0,26722055
2025-04-24,401.62,401.62,371.6,371.62,93390510
2025-04-25,372.94,372.94,349.54,353.81,58835523
2025-04-28,352.96,352.96,321.79,324.75,31044590
2025-04-29,321.99,323.77,316.25,321.07,95935097
2025-04-30,320.5,332.25,320.5,330.13,98039489
2025-05-01,330.14,356.02,330.14,349.81,79576882
2025-05-02,352.43,357.1,346.4,350.7,42432851
2025-05-05,350.92,378.17,350.92,373.41,90943106
2025-05-06,369.96,369.96,351.66,352.66,87792893
2025-05-07,349.93,349.93,325.58,328.53,73640153
2025-05-08,326.67,333.68,322.42,327.72,64768534
2025-05-09,326.97,338.12,326.97,332.69,54751594
2025-05-12,331.2,335.06,327.73,332.2,97277157
2025-05-13,334.02,334.02,301.98,304.7,62616258
2025-05-14,306.27,306.33,300.08,303.6,42005782
2025-05-15,302.85,302.85,284.4,287.75,51457080
2025-05-16,287.91,295.64,287.91,295.48,70171169
2025-05-19,293.33,300.84,293.33,299.84,84841271
2025-05-20,298.91,298.91,283.14,288.6,94042569
2025-05-21,287.7,287.7,279.12,282.72,59564766
2025-05-22,280.56,280.56,267.58,270.81,34557759
2025-05-23,269.28,273.47,268.23,270.2,90873920
2025-05-26,272.84,281.19,272.84,280.59,61819037
2025-05-27,283.1,283.1,266.89,269.62,59542531
2025-05-28,271.96,275.69,271.96,275.14,53931226
2025-05-29,276.52,276.52,269.28,269.4,54337309
2025-05-30,268.73,268.73,256.6,260.96,26299492
2025-06-02,263.53,263.53,257.63,259.94,80692680
2025-06-03,262.24,262.24,247.84,249.28,82199283
2025-06-04,250.61,250.61,239.12,243.85,68786500
2025-06-05,244.05,244.05,229.69,232.26,71117909
2025-06-06,231.54,251.84,231.54,250.6,81482337
2025-06-09,248.38,252.35,248.38,251.05,89953044
2025-06-10,250.3,250.3,241.39,244.11,97170267
2025-06-11,242.39,249.15,241.36,246.28,38283361
2025-06-12,248.7,248.7,243.28,245.25,42826747
2025-06-13,246.68,246.68,241.57,243.16,79322532
2025-06-16,244.91,252.84,244.91,249.19,70571427
2025-06-17,249.67,261.46,249.67,256.8,43066465
2025-06-18,258.66,258.66,248.72,251.41,44276628
2025-06-19,249.23,249.32,242.96,245.66,28978989
2025-06-20,247.84,247.84,238.28,242.99,75415449
2025-06-23,244.6,244.6,218.51,220.64,21416953
2025-06-24,220.9,220.9,205.12,207.29,35993238
2025-06-25,207.25,220.32,207.25,218.63,83475441
2025-06-26,218.43,236.4,218.43,233.02,45580123
2025-06-27,233.36,234.51,227.17,230.7,99659372
2025-06-30,228.62,238.26,228.62,236.01,33605804
2025-07-01,237.88,241.03,234.88,238.93,56355877
2025-07-02,241.46,269.71,241.46,268.33,28570556
2025-07-03,268.2,285.52,268.2,280.32,20953692
2025-07-04,280.48,280.48,273.99,278.86,52401727
2025-07-07,280.49,280.49,266.24,268.16,81423138
2025-07-08,265.7,265.7,246.09,250.9,76483185
2025-07-09,249.86,256.33,248.71,252.9,81483654
2025-07-10,253.56,253.56,243.54,245.22,48044174
2025-07-11,246.46,246.46,227.75,231.24,29837695
2025-07-14,232.14,232.14,221.25,225.23,65759166
2025-07-15,223.41,223.41,213.37,215.47,25553535
2025-07-16,214.58,233.16,214.58,230.0,96795463
2025-07-17,232.13,238.63,232.13,238.1,62161441
2025-07-18,239.86,239.86,237.54,238.02,81684647
2025-07-21,236.72,252.69,236.72,252.12,60844645
2025-07-22,251.63,253.18,251.63,252.93,80303470
2025-07-23,252.44,252.44,240.03,244.25,68383190
2025-07-24,246.35,263.99,246.35,259.17,58636252
2025-07-25,259.43,267.91,259.43,264.82,22250397
2025-07-28,264.1,264.1,250.85,253.92,61280792
2025-07-29,253.93,253.93,247.6,252.08,70894269
2025-07-30,252.34,252.34,239.36,243.36,71929747
2025-07-31,244.34,244.34,228.91,230.02,63099123
2025-08-01,230.32,240.12,230.32,238.67,96776652
2025-08-04,238.17,261.77,238.17,257.06,30196894
2025-08-05,257.69,257.69,242.21,242.86,41847630
2025-08-06,244.27,249.04,244.27,248.53,20814422
2025-08-07,247.75,247.75,240.01,242.28,32663723
2025-08-08,240.38,241.31,236.28,237.79,90797888
2025-08-11,239.49,239.49,229.77,232.39,59982531
2025-08-12,232.1,232.1,220.61,224.62,35861936
2025-08-13,225.41,227.02,221.1,225.31,67423958
2025-08-14,225.89,225.89,216.41,218.1,90253175
2025-08-15,217.02,223.73,217.02,220.75,22195690
2025-08-18,221.9,223.54,216.34,220.6,77005840
2025-08-19,219.59,221.76,214.67,218.8,48589907
2025-08-20,216.9,216.9,208.46,211.18,90009956
2025-08-21,212.69,212.69,205.04,206.63,50999906
2025-08-22,206.07,215.15,206.07,213.2,32374888
